1 -nan
1.00032 0.0541837
1.00064 0.0770164
1.00095 0.0948017
1.00127 0.110017
1.00159 0.123618
1.00191 0.136089
1.00222 0.14772
1.00254 0.158695
1.00286 0.169145
1.00318 0.179162
1.00349 0.188816
1.00381 0.198161
1.00413 0.20724
1.00445 0.216088
1.00476 0.224732
1.00508 0.233197
1.0054 0.241501
1.00572 0.249662
1.00603 0.257695
1.00635 0.265611
1.00667 0.273421
1.00699 0.281135
1.0073 0.288761
1.00762 0.296307
1.00794 0.30378
1.00826 0.311184
1.00857 0.318527
1.00889 0.325811
1.00921 0.333043
1.00953 0.340225
1.00984 0.347361
1.01016 0.354456
1.01048 0.36151
1.0108 0.368529
1.01111 0.375513
1.01143 0.382465
1.01175 0.389388
1.01207 0.396284
1.01238 0.403154
1.0127 0.41
1.01302 0.416823
1.01334 0.423627
1.01365 0.43041
1.01397 0.437176
1.01429 0.443925
1.01461 0.450658
1.01492 0.457376
1.01524 0.464081
1.01556 0.470774
1.01588 0.477454
1.01619 0.484124
1.01651 0.490784
1.01683 0.497435
1.01715 0.504076
1.01746 0.51071
1.01778 0.517337
1.0181 0.523957
1.01842 0.530571
1.01873 0.537179
1.01905 0.543782
1.01937 0.550381
1.01969 0.556975
1.02 0.563566
1.02032 0.570153
1.02064 0.576737
1.02096 0.583319
1.02127 0.589899
1.02159 0.596477
1.02191 0.603054
1.02223 0.609629
1.02254 0.616203
1.02286 0.622777
1.02318 0.62935
1.0235 0.635923
1.02381 0.642497
1.02413 0.64907
1.02445 0.655645
1.02477 0.66222
1.02508 0.668796
1.0254 0.675373
1.02572 0.681952
1.02604 0.688532
1.02635 0.695114
1.02667 0.701697
1.02699 0.708283
1.02731 0.71487
1.02762 0.72146
1.02794 0.728053
1.02826 0.734648
1.02858 0.741245
1.02889 0.747846
1.02921 0.754449
1.02953 0.761055
1.02985 0.767664
1.03016 0.774277
1.03048 0.780892
1.0308 0.787511
1.03112 0.794133
1.03143 0.800759
1.03175 0.807388
1.03207 0.814021
1.03239 0.820658
1.0327 0.827298
1.03302 0.833942
1.03334 0.84059
1.03366 0.847242
1.03397 0.853898
1.03429 0.860557
1.03461 0.867221
1.03493 0.873889
1.03524 0.880561
1.03556 0.887237
1.03588 0.893917
1.0362 0.900601
1.03651 0.90729
1.03683 0.913983
1.03715 0.92068
1.03747 0.927382
1.03778 0.934087
1.0381 0.940798
1.03842 0.947512
1.03874 0.954231
1.03905 0.960954
1.03937 0.967682
1.03969 0.974414
1.04001 0.98115
1.04032 0.987891
1.04064 0.994636
1.04096 1.00139
1.04128 1.00814
1.04159 1.0149
1.04191 1.02166
1.04223 1.02843
1.04255 1.0352
1.04286 1.04198
1.04318 1.04876
1.0435 1.05554
1.04382 1.06233
1.04413 1.06912
