3.15702 0
3.16455 4.91278e-06
3.17208 1.95356e-05
3.17961 4.36973e-05
3.18714 7.72297e-05
3.19467 0.000119968
3.2022 0.000171748
3.20974 0.000232412
3.21727 0.000301803
3.2248 0.000379765
3.23233 0.000466147
3.23986 0.000560799
3.24739 0.000663577
3.25492 0.000774334
3.26245 0.000892929
3.26998 0.00101922
3.27751 0.00115308
3.28504 0.00129436
3.29258 0.00144294
3.30011 0.00159868
3.30764 0.00176146
3.31517 0.00193115
3.3227 0.00210762
3.33023 0.00229076
3.33776 0.00248044
3.34529 0.00267655
3.35282 0.00287897
3.36035 0.00308759
3.36789 0.00330229
3.37542 0.00352297
3.38295 0.00374951
3.39048 0.00398182
3.39801 0.00421977
3.40554 0.00446328
3.41307 0.00471224
3.4206 0.00496655
3.42813 0.00522611
3.43566 0.00549083
3.4432 0.00576061
3.45073 0.00603535
3.45826 0.00631497
3.46579 0.00659938
3.47332 0.00688848
3.48085 0.00718218
3.48838 0.00748041
3.49591 0.00778308
3.50344 0.0080901
3.51097 0.00840139
3.51851 0.00871688
3.52604 0.00903647
3.53357 0.0093601
3.5411 0.00968769
3.54863 0.0100192
3.55616 0.0103544
3.56369 0.0106934
3.57122 0.0110361
3.57875 0.0113824
3.58628 0.0117321
3.59381 0.0120854
3.60135 0.012442
3.60888 0.0128019
3.61641 0.0131651
3.62394 0.0135315
3.63147 0.013901
3.639 0.0142735
3.64653 0.0146491
3.65406 0.0150276
3.66159 0.015409
3.66912 0.0157932
3.67666 0.0161801
3.68419 0.0165698
3.69172 0.0169621
3.69925 0.0173571
3.70678 0.0177545
3.71431 0.0181545
3.72184 0.0185569
3.72937 0.0189617
3.7369 0.0193688
3.74443 0.0197782
3.75197 0.0201898
3.7595 0.0206037
3.76703 0.0210196
3.77456 0.0214377
3.78209 0.0218578
3.78962 0.0222799
3.79715 0.0227039
3.80468 0.0231299
3.81221 0.0235578
3.81974 0.0239874
3.82728 0.0244189
3.83481 0.0248521
3.84234 0.025287
3.84987 0.0257235
3.8574 0.0261617
3.86493 0.0266015
3.87246 0.0270428
3.87999 0.0274856
3.88752 0.0279299
3.89505 0.0283756
3.90258 0.0288227
3.91012 0.0292712
3.91765 0.029721
3.92518 0.0301721
3.93271 0.0306244
3.94024 0.031078
3.94777 0.0315328
3.9553 0.0319887
3.96283 0.0324457
3.97036 0.0329039
3.97789 0.0333631
3.98543 0.0338234
3.99296 0.0342846
4.00049 0.0347469
4.00802 0.0352101
4.01555 0.0356742
4.02308 0.0361391
4.03061 0.036605
4.03814 0.0370717
4.04567 0.0375392
4.0532 0.0380075
4.06074 0.0384765
4.06827 0.0389463
4.0758 0.0394167
4.08333 0.0398879
4.09086 0.0403597
4.09839 0.0408321
4.10592 0.0413052
4.11345 0.0417788
4.12098 0.042253
4.12851 0.0427277
4.13605 0.0432029
4.14358 0.0436786
4.15111 0.0441548
4.15864 0.0446315
4.16617 0.0451086
4.1737 0.0455861
4.18123 0.0460639
4.18876 0.0465422
4.19629 0.0470208
4.20382 0.0474997
4.21136 0.0479789
4.21889 0.0484584
4.22642 0.0489382
4.23395 0.0494183
4.24148 0.0498985
4.24901 0.050379
4.25654 0.0508597
4.26407 0.0513406
4.2716 0.0518216
4.27913 0.0523028
4.28666 0.0527841
4.2942 0.0532655
4.30173 0.0537471
4.30926 0.0542287
4.31679 0.0547104
4.32432 0.0551921
4.33185 0.0556738
4.33938 0.0561556
4.34691 0.0566374
4.35444 0.0571192
4.36197 0.057601
4.36951 0.0580827
4.37704 0.0585644
4.38457 0.059046
4.3921 0.0595275
4.39963 0.060009
